,Gender,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Material_2,Material_3,Feature_1,Feature_2,Feature_3,Feature_4,Material_4,Feature_5,Feature_6,Material_5,Feature_7,Material_6,Feature_8,Feature_9
2460,women,2019-06-23,64,"ANIVIVO Skirted Tennis Legging for Women, Skirted Capri Leggings Tennis Pants for Women& Sports Capri Skirted Leggings",anivivo,19.48,https://www.amazon.com/ANIVIVO-Skirted-Tennis-Legging-Leggings/dp/B07H4PDG48,Polyester Blended,Spandex <= 10%,all/any Spandex,提升運動效能設計,,,,,,,,,,,
2461,women,2019-06-23,65,NIRLON Capri Yoga Pants Capri's for Women Best Cropped Leggings Athletic Running Jogging Workout & Sport Cotton Spandex,nirlon,11.49,https://www.amazon.com/NIRLON-Cropped-Leggings-Athletic-Running/dp/B07CL7MTM8,all/any Spandex,Cotton Blended,Polyester Blended,提升運動效能設計,涼爽透氣,保暖禦寒,,Spandex <= 10%,,,,,,,
2462,women,2019-06-23,66,"Yogalicious 22"" High Waist Yoga Capris - Yoga Leggings - Yoga Capris for Women",yogalicious,27.49,https://www.amazon.com/Yogalicious-High-Waist-Yoga-Capris/dp/B01MR5VZS5,Polyester Blended,all/any Spandex,Spandex 11~20%,單向導溼快乾,Athleisure,反光功能,,,,,,,,,
2463,women,2019-06-23,67,ODODOS High Waist Yoga Pants Tummy Control Workout Running 4 Way Stretch Yoga Leggings With Hidden Pocket,ododos,17.98,https://www.amazon.com/ODODOS-Control-Workout-Running-Leggings/dp/B077GMTKV9,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,抗菌功能,單向導溼快乾,四面彈,,,,,,,,,
2464,women,2019-06-23,68,ninovino Women's Swimwear Capri Quick Dry Stretch Water Sports Leggings,ninovino,14.49,https://www.amazon.com/ninovino-Womens-Swimwear-Stretch-Leggings/dp/B079Q3X36Y,,,,蒸發性涼感,四面彈,涼爽透氣,單向導溼快乾,,,,,,,,
2465,women,2019-06-23,69,LaGoo High Waisted Leggings with Pockets-Camo Printed Tummy Control Yoga Pants Workout Leggings for Women,lagoo,14.99,https://www.amazon.com/LaGoo-Waisted-Leggings-Pockets-Camo-Printed/dp/B07R51ZPC1,all/any Spandex,Polyester Blended,,提升運動效能設計,涼爽透氣,,,,,,,,,,
2466,women,2019-06-23,70,adidas Originals Women's Trefoil Tights,adidas,58.81,https://www.amazon.com/adidas-Originals-Womens-Trefoil-Tights/dp/B07FL9KRGY,Cotton Blended,,,,,,,,,,,,,,
2467,women,2019-06-23,71,HURMES Women's High Waist Textured Yoga Pants Ruched Butt Lifting Stretchy Tummy Control Workout Leggings,hurmes,11.89,https://www.amazon.com/HURMES-Textured-Lifting-Stretchy-Leggings/dp/B07L6C38YY,all/any Spandex,Polyamide(Nylon) Blended,Spandex <= 10%,一體成型,涼爽透氣,羽絨,四面彈,,保暖禦寒,單向導溼快乾,,Athleisure,,,
2468,women,2019-06-23,72,SYRINX High Waisted Leggings for Women - Opaque Slim Tummy Control Pants for Yoga Workout Running,syrinx,14.49,https://www.amazon.com/SYRINX-High-Waisted-Leggings-Women/dp/B07QKVBWMJ,all/any Spandex,Cotton Blended,Polyester Blended,舒適伸展,,,,Spandex <= 10%,,,,,,,
2469,women,2019-06-23,73,EAST HONG Women's Yoga Leggings Exercise Workout Pants Gym Tights,easthong,17.49,https://www.amazon.com/EAST-HONG-Leggings-Exercise-Workout/dp/B07CSFV7HT,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,四面彈,單向導溼快乾,,,,,,,,,
2470,women,2019-06-23,74,"Fengbay Bootcut Yoga Pants, Women's Bootleg Yoga Pants with Pockets Tummy Control 4 Way Stretch Plus Size Yoga Workout Pants",fengbay,11.49,https://www.amazon.com/Fengbay-Bootcut-Bootleg-Pockets-Control/dp/B07RD7H8J8,Polyester Blended,,,舒適伸展,保暖禦寒,單向導溼快乾,四面彈,,提升運動效能設計,,,,,,
2471,women,2019-06-23,75,90 Degree By Reflex - Performance Activewear - Printed Yoga Leggings,90degreebyreflex,16.99,https://www.amazon.com/90-Degree-Reflex-Performance-Activewear/dp/B07C1V72NS,Polyester Blended,all/any Spandex,Spandex 11~20%,四面彈,反光功能,Athleisure,單向導溼快乾,,,,,,,,
2472,women,2019-06-23,76,FITTIN Women's Workout Leggings Capris With Pocket - Yoga Pants For Running Sports Fitness Gym,fittin,23.49,https://www.amazon.com/FITTIN-Womens-Workout-Leggings-Capris/dp/B077KSCW6G,Polyester Blended,Spandex <= 10%,all/any Spandex,四面彈,單向導溼快乾,,,,,,,,,,
2473,women,2019-06-23,77,TSLA Yoga 21 inches Capri ATY High-Rise Tummy Control w Side Pockets,tesla,12.98,https://www.amazon.com/TSLA-inches-High-Rise-Control-Pockets/dp/B07S2PN8GY,all/any Spandex,Polyamide(Nylon) Blended,,蒸發性涼感,涼爽透氣,抗紫外線,單向導溼快乾,,,,,,,,
2474,women,2019-06-23,78,TSLA Yoga 21 Inches Capri Mid-Waist Pants w Hidden Pocket,tesla,12.98,https://www.amazon.com/TSLA-Inches-Mid-Waist-Hidden-Pocket/dp/B07M9W2KD3,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
2475,women,2019-06-23,79,MOYOOGA Womens High Waisted Camo Seamless Leggings Gym Capri Tight Yoga Pants 7/8-Length,moyooga,29.99,https://www.amazon.com/MOYOOGA-Waisted-Seamless-Leggings-8-Length/dp/B07RR1G34P,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,蒸發性涼感,一體成型,涼爽透氣,單向導溼快乾,Polyester Blended,舒適伸展,,,,,,
2476,women,2019-06-23,80,ESPIDOO High Waist Yoga Pants with Pockets for Women Tummy Control Non See-Through 4 Way Stretch Capri Yoga Leggings,espidoo,13.49,https://www.amazon.com/ESPIDOO-Pockets-Control-See-Through-Leggings/dp/B07S9VL2BM,Spandex >= 21%,all/any Spandex,Polyester Blended,四面彈,,,,,,,,,,,
2477,women,2019-06-23,81,Unique Styles Yoga Leggings for Women High Waisted Workout Bootcut Yoga Pants,uniquestyles,17.99,https://www.amazon.com/Unique-Styles-Leggings-Waisted-Workout/dp/B07J6HX5YQ,,,,提升運動效能設計,涼爽透氣,,,,,,,,,,
2478,women,2019-06-23,82,YOGAFEEL Women's Running Yoga Short Pants Workout Athletic Jogging Dolphin Shorts 2-in-1,yogafeel,19.49,https://www.amazon.com/YOGAFEEL-Running-Workout-Athletic-Jogging/dp/B07Q4SHVVN,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,結構性透氣,,,,,,,,,,,
2479,women,2019-06-23,83,Butter Soft Yoga Pants for Women-Casual Comfortable Basic Workout Leggings,normov,8.99,https://www.amazon.com/Butter-Women-Casual-Comfortable-Workout-Leggings/dp/B07LBNMJJ3,all/any Spandex,Polyester Blended,,單向導溼快乾,,,,,,,,,,,
2480,women,2019-06-23,84,JOYSPELS Women High Waisted Yoga Pants with 2 Pockets Tummy Control Workout Running Stretch Yoga Leggings Non See-Through,joyspels,19.99,https://www.amazon.com/JOYSPELS-Waisted-Pockets-Leggings-See-Through/dp/B07T2Y7ZXG,,,,提升運動效能設計,涼爽透氣,四面彈,舒適平滑縫合,,舒適伸展,,,,,,
2481,women,2019-06-23,85,CodeFit Yoga Power Flex Dry-Fit Pants Workout Printed Leggings Ombte Print XS-3XL,codefit,17.45,https://www.amazon.com/CodeFit-Dry-Fit-Workout-Printed-Leggings/dp/B07F2T8VYW,all/any Spandex,Polyamide(Nylon) Blended,,舒適平滑縫合,四面彈,,,,,,,,,,
2482,women,2019-06-23,86,NIKE Women's Pro Tights,nike,76.29,https://www.amazon.com/NIKE-Pro-Dri-Fit-Training-Tights/dp/B077BG27NX,,,,涼爽透氣,單向導溼快乾,,,,,,,,,,
2483,women,2019-06-23,87,LifeSky Yoga Pants for Women with Pockets High Waist Tummy Control Leggings 4 Way Stretch Soft Athletic Pants,lifesky,14.49,https://www.amazon.com/LifeSky-Pockets-Control-Leggings-Athletic/dp/B07SF5QR3Z,Spandex >= 21%,all/any Spandex,Polyester Blended,舒適伸展,單向導溼快乾,四面彈,,,,,,,,,
2484,women,2019-06-23,88,90 Degree By Reflex High Waist Squat Proof Ankle Length Interlink Leggings,90degreebyreflex,22.99,https://www.amazon.com/90-Degree-Reflex-Control-Leggings/dp/B07BR45MYS,Spandex >= 21%,all/any Spandex,Polyester Blended,提升運動效能設計,Athleisure,單向導溼快乾,四面彈,,,,,,,,
2485,women,2019-06-23,89,ESPIDOO High Waist Yoga Pants with Pockets for Women Tummy Control Non See-Through 4 Way Stretch Yoga Leggings,espidoo,14.99,https://www.amazon.com/ESPIDOO-Pockets-Control-See-Through-Leggings/dp/B07S9V7FSW,Spandex >= 21%,all/any Spandex,Polyester Blended,四面彈,,,,,,,,,,,
2486,women,2019-06-23,90,LAPASA Women Leggings Camel Toe-Free & Squat-Proof Sport Capri with High Waist for Running Tights Plus L02,lapasa,18.46,https://www.amazon.com/LAPASA-Leggings-Toe-Free-Squat-Proof-L02/dp/B07F1QLC93,all/any Spandex,Polyester Blended,,單向導溼快乾,,,,,,,,,,,
2487,women,2019-06-23,91,"romansong Women's Mesh Leggings Yoga Pants with Pocket, Non See-Through Capri High Waisted Tummy Control 4 Way Stretch",romansong,25.99,https://www.amazon.com/romansong-Leggings-See-Through-Waisted-Control/dp/B07S99YVVQ,Spandex 11~20%,all/any Spandex,Cotton Blended,提升運動效能設計,涼爽透氣,結構性透氣,四面彈,Polyester Blended,單向導溼快乾,,,,,,
2488,women,2019-06-23,92,Dragon Fit Compression Yoga Pants with Inner Pockets in High Waist Tummy Control Power Stretch Workout Yoga Leggings,dragon,21.48,https://www.amazon.com/Dragon-Fit-Compression-Pockets-Leggings/dp/B07HQ6Z53W,Cotton Blended,all/any Spandex,Polyamide(Nylon) Blended,蒸發性涼感,涼爽透氣,單向導溼快乾,四面彈,,提升運動效能設計,,,,,,
2489,women,2019-06-23,93,MTSCE Yoga Pants Yoga Capris Printed Workout Leggings for Fitness Riding Running(XS-XXXL),mtsce,18.93,https://www.amazon.com/MTSCE-Printed-Workout-Leggings-Fitness/dp/B079CG61RG,all/any Spandex,Polyester Blended,Spandex <= 10%,,,,,,,,,,,,
2490,women,2019-06-23,94,SweatyRocks Women's High Waisted Cutout Ripped Skinny Leggings Yoga Active Pants,sweatyrocks,12.49,https://www.amazon.com/SweatyRocks-Womens-Waisted-Cutout-Leggings/dp/B07CSJB96J,Polyester Blended,Spandex <= 10%,all/any Spandex,,,,,,,,,,,,
2491,women,2019-06-23,95,"NIRLON Yoga Pants for Women Bootcut Tummy Control Athletic Workout Leggings Flare Leg 28""/30""/32""/34"" Inseam Petite/Tall",nirlon,17.49,https://www.amazon.com/NIRLON-Bootcut-Control-Athletic-Leggings/dp/B07G15CN36,all/any Spandex,Cotton Blended,Polyester Blended,提升運動效能設計,涼爽透氣,保暖禦寒,,Spandex <= 10%,,,,,,,
2492,women,2019-06-23,96,ICONOFLASH Women's Pocket Bermuda Shorts - Pull On Knee Length Jeggings Stretchy Jean Leggings with Plus Size Options,iconoflash,18.49,https://www.amazon.com/ICONOFLASH-Womens-Jegging-Bermuda-Shorts/dp/B07D9SXL6Y,all/any Spandex,Cotton Blended,Polyester Blended,四面彈,,,,Spandex <= 10%,,,,,,,
2493,women,2019-06-23,97,Prolific Health High Compression Women Gym Pants Yoga Fitness Leggings Capri,prolifichealth,23.45,https://www.amazon.com/Prolific-Health-Compression-Fitness-Leggings/dp/B01M0L8SP0,,,,提升運動效能設計,,,,,,,,,,,
2494,women,2019-06-23,98,Sunzel Yoga Pants for Women Mid&High Waist Tummy Control Workout Leggings,sunzel,12.49,https://www.amazon.com/Sunzel-Pants-Control-Workout-Leggings/dp/B07Q4H9YWT,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,四面彈,,,,Polyester Blended,,,,,,,
2495,women,2019-06-23,99,Mint Lilac Women's High Waist Workout Yoga Pants Athletic Tummy Control Leggings,mintlilac,19.99,https://www.amazon.com/Mint-Lilac-Workout-Athletic-Leggings/dp/B07KK9P465,Spandex >= 21%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,四面彈,單向導溼快乾,,舒適平滑縫合,舒適伸展,,,,,
2496,women,2019-06-23,100,A AGROSTE Women's Yoga Pants High Waist Scrunch Ruched Butt Lifting Workout Leggings Sport Fitness Gym Push Up Tights,aagroste,10.8,https://www.amazon.com/AGROSTE-Scrunch-Lifting-Workout-Leggings/dp/B07RYSVNTB,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,Athleisure,單向導溼快乾,四面彈,,Spandex <= 10%,,,,,,,
2497,women,2019-06-30,1,90 Degree By Reflex – High Waist Tummy Control Shapewear – Power Flex Capri,90degreebyreflex,35.99,https://www.amazon.com/90-Degree-Reflex-Control-Shapewear/dp/B00Q41NPEW,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,四面彈,單向導溼快乾,提升運動效能設計,Athleisure,Polyester Blended,舒適伸展,,,,,,
2498,women,2019-06-30,2,"Fengbay High Waist Yoga Pants, Pocket Yoga Pants Tummy Control Workout Running 4 Way Stretch Yoga Leggings",fengbay,15.25,https://www.amazon.com/Fengbay-Control-Workout-Running-Leggings/dp/B07GXM2RR3,,,,保暖禦寒,單向導溼快乾,提升運動效能設計,四面彈,,舒適伸展,,,,,,
2499,women,2019-06-30,3,90 Degree By Reflex - High Waist Power Flex Legging – Tummy Control,90degreebyreflex,34.99,https://www.amazon.com/90-Degree-Reflex-Legging-Control/dp/B07C2PFHRX,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,提升運動效能設計,四面彈,單向導溼快乾,Athleisure,Polyester Blended,舒適伸展,,,,,,
2500,women,2019-06-30,4,SEASUM Women's High Waist Yoga Pants Tummy Control Slimming Booty Leggings Workout Running Butt Lift Tights,seasum,11.5,https://www.amazon.com/SEASUM-Control-Slimming-Leggings-Workout/dp/B07F6LSC77,Polyester Blended,all/any Spandex,Acrylic Blended,蒸發性涼感,一體成型,單向導溼快乾,羽絨,,涼爽透氣,提升運動效能設計,,,,,
2501,women,2019-06-30,5,90 Degree By Reflex Womens Power Flex Yoga Pants,90degreebyreflex,22.49,https://www.amazon.com/90-Degree-Reflex-Womens-Power/dp/B076FKSJH1,Polyester Blended,Polyamide(Nylon) Blended,Spandex 11~20%,,,,,all/any Spandex,,,,,,,
2502,women,2019-06-30,6,Homma Premium Thick High Waist Tummy Compression Slimming Leggings,homma,19.5,https://www.amazon.com/Homma-Premium-Compression-Slimming-Leggings/dp/B0716Z6D2W,Polyamide(Nylon) Blended,Spandex 11~20%,all/any Spandex,單向導溼快乾,蒸發性涼感,提升運動效能設計,涼爽透氣,,四面彈,一體成型,,,,,
2503,women,2019-06-30,7,Neleus High Waist Running Workout Leggings for Yoga with Pockets 1 2 Pack,neleus,22.12,https://www.amazon.com/Neleus-Running-Workout-Leggings-Pockets/dp/B0775ZKT7N,Polyester Blended,Spandex 11~20%,all/any Spandex,四面彈,舒適平滑縫合,,,,,,,,,,
2504,women,2019-06-30,8,High Waisted Leggings for Women – Soft Athletic Tummy Control Pants for Running Cycling Yoga Workout - Reg & Plus Size,syrinx,20.98,https://www.amazon.com/High-Waisted-Leggings-Women-Athletic/dp/B07K22LW7D,Polyester Blended,Spandex <= 10%,Cotton Blended,舒適伸展,,,,all/any Spandex,,,,,,,
2505,women,2019-06-30,9,"THE GYM PEOPLE Thick High Waist Yoga Pants with Pockets, Tummy Control Workout Running Yoga Leggings for Women",thegympeople,20.99,https://www.amazon.com/GYM-PEOPLE-Pockets-Control-Leggings/dp/B07HQCCDFC,Cotton Blended,Polyamide(Nylon) Blended,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,,舒適平滑縫合,提升運動效能設計,,舒適伸展,,,
2506,women,2019-06-30,10,TSLA Active Bike Running Yoga Shorts Side/Hidden Pocket Series,tesla,11.48,https://www.amazon.com/TSLA-Active-Running-Shorts-Hidden/dp/B07MDK5LWG,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
2507,women,2019-06-30,11,ODODOS High Waist Out Pocket Printed Yoga Capris Pants Tummy Control Workout Running 4 Way Stretch Yoga Capris Leggings,ododos,19.98,https://www.amazon.com/ODODOS-Printed-Control-Workout-Leggings/dp/B07DBXNGYG,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,單向導溼快乾,四面彈,抗菌功能,,,,,,,,,
2508,women,2019-06-30,12,Dragon Fit Compression Yoga Pants Power Stretch Workout Leggings High Waist Tummy Control,dragon,25.48,https://www.amazon.com/Dragon-Fit-Compression-Stretch-Leggings/dp/B07DL1BKW5,Cotton Blended,all/any Spandex,Polyamide(Nylon) Blended,提升運動效能設計,涼爽透氣,四面彈,單向導溼快乾,,,,,,,,
2509,women,2019-06-30,13,TSLA Yoga Pants Mid & High-Waist Tummy Control w Hidden Pocket FYC32/FYC33/FYC34/FYC36/FYP32,tesla,11.48,https://www.amazon.com/Tesla-High-Waist-Control-Hidden-Pocket/dp/B07BJH1WVC,Spandex 11~20%,all/any Spandex,Polyester Blended,異味控制,涼爽透氣,單向導溼快乾,抗菌功能,,舒適伸展,,,,,,
2510,women,2019-06-30,14,Women Weight Loss Hot Neoprene Sauna Sweat Pants with Side Pocket Workout Thighs Slimming Capris Leggings Body Shaper,traininggirl,19.99,https://www.amazon.com/Weight-Neoprene-Workout-Slimming-Leggings/dp/B07DLW1S41,Polyester Blended,,,單向導溼快乾,蒸發性涼感,提升運動效能設計,舒適伸展,,,,,,,,
2511,women,2019-06-30,15,Ewedoos Yoga Pants with Pockets for Women Ultra Soft Leggings with Pockets High Waist Workout Pants,ewedoos,14.96,https://www.amazon.com/Ewedoos-Pants-Pockets-Leggings-Workout/dp/B07S6KD7FS,,,,Athleisure,,,,,,,,,,,
2512,women,2019-06-30,16,DIBAOLONG Womens Yoga Pants Wide Leg Comfy Drawstring Loose Straight Lounge Running Workout Legging,dibaolong,13.49,https://www.amazon.com/DIBAOLONG-Drawstring-Straight-Running-Workout/dp/B07K66HDVH,Spandex <= 10%,all/any Spandex,Rayon Blended,涼爽透氣,,,,,,,,,,,
2513,women,2019-06-30,17,TSLA Yoga 17 Inches Capri Mid-Waist Pants w Hidden Pocket,tesla,11.48,https://www.amazon.com/TSLA-Inches-Mid-Waist-Hidden-Pocket/dp/B07MR72N5B,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
2514,women,2019-06-30,18,Neleus Women's Yoga Capris Tummy Control High Waist Workout Pants,neleus,28.02,https://www.amazon.com/Neleus-Womens-Capris-Control-Workout/dp/B07P7KJBST,Polyester Blended,all/any Spandex,Spandex 11~20%,蒸發性涼感,單向導溼快乾,,,,,,,,,,
2515,women,2019-06-30,19,Neleus Women's Tummy Control High Waist Leggings with Pockets,neleus,28.38,https://www.amazon.com/Neleus-Womens-Control-Leggings-Pockets/dp/B07KQ7846N,Polyester Blended,all/any Spandex,Spandex 11~20%,蒸發性涼感,四面彈,涼爽透氣,單向導溼快乾,,,,,,,,
2516,women,2019-06-30,20,Baleaf Women's Yoga Capri Pants Flare Workout Bootleg Crop Leggings,baleaf,32.99,https://www.amazon.com/Baleaf-Womens-Workout-Bootleg-Leggings/dp/B07LGWTB3B,Spandex 11~20%,all/any Spandex,Cotton Blended,人體工學舒適設計,涼爽透氣,舒適伸展,單向導溼快乾,Polyester Blended,,,,,,,
2517,women,2019-06-30,21,Yogalicious High Waist Ultra Soft Lightweight Leggings -? High Rise Yoga Pants,yogalicious,52.3,https://www.amazon.com/Yogalicious-Waist-Ultra-Lightweight-Leggings/dp/B07BLLWBM2,Spandex 11~20%,all/any Spandex,Polyester Blended,單向導溼快乾,,,,,,,,,,,
2518,women,2019-06-30,22,"CompressionZ High Waisted Women's Leggings - Smart, Flexible Compression for Yoga, Running, Fitness & Everyday Wear",compressionz,27.43,https://www.amazon.com/CompressionZ-High-Waisted-Womens-Leggings/dp/B015QOIFLK,,,,提升運動效能設計,單向導溼快乾,,,,,,,,,,
2519,women,2019-06-30,23,NIRLON Capri Leggings for Women High Waist Workout Capris Yoga Pants Plus Size,nirlon,14.99,https://www.amazon.com/NIRLON-Capri-Leggings-Workout-Capris/dp/B07N8GMF7P,all/any Spandex,Cotton Blended,Polyester Blended,提升運動效能設計,涼爽透氣,保暖禦寒,,Spandex <= 10%,,,,,,,
2520,women,2019-06-30,24,"Baleaf Women's Yoga Workout Capris Leggings Side Pocket for 5.5"" Mobile Phone",baleaf,19.99,https://www.amazon.com/Baleaf-Womens-Workout-Capris-Leggings/dp/B07TNQJQYX,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,蒸發性涼感,涼爽透氣,單向導溼快乾,,Polyester Blended,,,,,,,
2521,women,2019-06-30,25,High Waisted Leggings with Pockets - Workout Leggings for Women Stretch Power Flex Yoga Pants - Full Length,lagoo,17.99,https://www.amazon.com/High-Waisted-Leggings-Pockets-Workout/dp/B07HC8B37P,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,涼爽透氣,四面彈,單向導溼快乾,抗菌功能,Polyester Blended,舒適伸展,,,,,,
2522,women,2019-06-30,26,Colorfulkoala Women's High Waisted Pattern Leggings Full-Length Yoga Pants,colorfulkoala,29.99,https://www.amazon.com/Colorfulkoala-Waisted-Pattern-Leggings-Full-Length/dp/B07QS182YS,Polyester Blended,Spandex >= 21%,all/any Spandex,提升運動效能設計,,,,,,,,,,,
2523,women,2019-06-30,27,"PHISOCKAT High Waist Yoga Pants with Pockets, Tummy Control 4 Way Stretch Women Yoga Leggings with 3 Pockets",,13.95,https://www.amazon.com/PHISOCKAT-Pockets-Control-Stretch-Leggings/dp/B07QCWNPR4,Polyester Blended,,,提升運動效能設計,涼爽透氣,四面彈,單向導溼快乾,,刷毛布,舒適伸展,,,,,
2524,women,2019-06-30,28,SEASUM Women Scrunch Butt Yoga Pants Leggings High Waist Waistband Workout Sport Fitness Gym Tights Push Up,seasum,9,https://www.amazon.com/SEASUM-Scrunch-Leggings-Waistband-Workout/dp/B07C84MLX6,all/any Spandex,Polyester Blended,Spandex <= 10%,一體成型,結構性透氣,羽絨,保暖禦寒,,單向導溼快乾,,,,,,
2525,women,2019-06-30,29,Aoxjox Yoga Pants for Women High Waisted Gym Sport Ombre Seamless Leggings,aoxjox,23.99,https://www.amazon.com/Aoxjox-Pants-Waisted-Seamless-Leggings/dp/B07HGS45J8,Polyester Blended,Spandex <= 10%,all/any Spandex,一體成型,涼爽透氣,單向導溼快乾,,Polyamide(Nylon) Blended,,,,,,,
2526,women,2019-06-30,30,DIBAOLONG Womens High Waist Yoga Pants Cutout Ripped Tummy Control Workout Running Yoga Skinny Leggings,dibaolong,13.49,https://www.amazon.com/DIBAOLONG-Control-Workout-Running-Leggings/dp/B07M6YJWVZ,all/any Spandex,Spandex <= 10%,Polyester Blended,涼爽透氣,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,
2527,women,2019-06-30,31,Baleaf Women's High Waist Yoga Pants Inner Pocket Non See-Through Fabric,baleaf,21.49,https://www.amazon.com/Baleaf-Womens-Pocket-See-Through-Fabric/dp/B078XS1SWD,Spandex 11~20%,Polyamide(Nylon) Blended,all/any Spandex,舒適伸展,舒適平滑縫合,涼爽透氣,單向導溼快乾,Cotton Blended,,,Polyester Blended,,,,
2528,women,2019-06-30,32,"Fengbay 2 Pack High Waist Yoga Pants, Pocket Yoga Pants Tummy Control Workout Running 4 Way Stretch Yoga Leggings",fengbay,24.49,https://www.amazon.com/Fengbay-Control-Workout-Running-Leggings/dp/B07RF944N6,,,,保暖禦寒,單向導溼快乾,提升運動效能設計,四面彈,,舒適伸展,,,,,,
2529,women,2019-06-30,33,Oalka Women Power Flex Yoga Pants Workout Running Leggings,oalka,14.99,https://www.amazon.com/Oalka-Women-Workout-Running-Leggings/dp/B07BT2X2NQ,Polyester Blended,all/any Spandex,Spandex 11~20%,,,,,Polyamide(Nylon) Blended,,,,,,,
2530,women,2019-06-30,34,CYZ Women's Yoga Exercise Ankle Leggings,cyzcollection,13.99,https://www.amazon.com/CYZ-Womens-Exercise-Ankle-Leggings/dp/B077FJ53H3,all/any Spandex,Polyester Blended,,結構性透氣,舒適平滑縫合,單向導溼快乾,,,,,,,,,
2531,women,2019-06-30,35,ZEALOTPOWER Bootcut Yoga Pants Women Flare Leg Hidden Pockets Long High Waist Tall-Petite,zealotpower,12.99,https://www.amazon.com/ZEALOTPOWER-Bootcut-Hidden-Pockets-Tall-Petite/dp/B07KZV2TBT,all/any Spandex,Polyester Blended,Spandex <= 10%,蒸發性涼感,涼爽透氣,單向導溼快乾,,,,,,,,,
2532,women,2019-06-30,36,IMIDO Women's Yoga Capri Pants Sport Tights Workout Running Mesh Leggings with Side Pocket,imido,15.49,https://www.amazon.com/IMIDO-Womens-Workout-Running-Leggings/dp/B07CHVY1LR,Spandex 11~20%,all/any Spandex,Polyester Blended,結構性透氣,涼爽透氣,單向導溼快乾,,,,,,,,,
2533,women,2019-06-30,37,"90 Degree By Reflex High Waist Squat Proof Tummy Control 22"" Interlink Capris",90degreebyreflex,19.99,https://www.amazon.com/90-Degree-Reflex-Control-Interlink/dp/B07BR243H4,Polyester Blended,all/any Spandex,Spandex >= 21%,Athleisure,防水,反光功能,涼爽透氣,,,,,,,,
2534,women,2019-06-30,38,"AFITNE Women’s High Waist Yoga Pants with Pockets, Tummy Control Workout Running 4 Way Stretch Yoga Leggings",afitne,19.94,https://www.amazon.com/AFITNE-Pockets-Control-Workout-Leggings/dp/B07JBC64WT,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,舒適伸展,涼爽透氣,抗菌功能,單向導溼快乾,,四面彈,,,,,,
2535,women,2019-06-30,39,LifeSky Women Yoga Capri Pants with Pockets High Waist Tummy Control Leggings 4 Way Stretch Soft Running Leggings,lifesky,21.99,https://www.amazon.com/LifeSky-Pockets-Control-Leggings-Stretch/dp/B07SBYLCCM,Spandex >= 21%,all/any Spandex,Polyester Blended,舒適伸展,單向導溼快乾,四面彈,,,,,,,,,
2536,women,2019-06-30,40,"ANIVIVO Skirted Tennis Legging for Women, Skirted Capri Leggings Tennis Pants for Women& Sports Capri Skirted Leggings",anivivo,19.48,https://www.amazon.com/ANIVIVO-Skirted-Tennis-Legging-Leggings/dp/B07H4PDG48,Polyester Blended,Spandex <= 10%,all/any Spandex,提升運動效能設計,,,,,,,,,,,
2537,women,2019-06-30,41,Micosuza Womens Skirted Swim Capris Sun Protective UPF 50+ Swimming Tight with Attached Skirt Sport Leggings,micosuza,27.99,https://www.amazon.com/Micosuza-Protective-Swimming-Attached-Leggings/dp/B071J7F6G1,all/any Spandex,Polyamide(Nylon) Blended,,涼爽透氣,抗紫外線,蒸發性涼感,單向導溼快乾,,,,,,,,
2538,women,2019-06-30,42,Baleaf Women's Ankle Legging Yoga Capri Workout Running Pants Inner Pocket Non See-Through Fabric,baleaf,23.49,https://www.amazon.com/Baleaf-Womens-Legging-Pocket-See-Through/dp/B07BT15RD4,Spandex 11~20%,Cotton Blended,Polyester Blended,舒適平滑縫合,人體工學舒適設計,涼爽透氣,單向導溼快乾,all/any Spandex,,,Polyamide(Nylon) Blended,,,,
2539,women,2019-06-30,43,Aoxjox Women's High Waist Workout Gym?Vital Seamless Leggings Yoga Pants,aoxjox,28.49,https://www.amazon.com/Aoxjox-Workout-Gym-Vital-Seamless-Leggings/dp/B07TMQX9Y4,all/any Spandex,Spandex <= 10%,Polyamide(Nylon) Blended,涼爽透氣,一體成型,單向導溼快乾,,Polyester Blended,,,,,,,
