,Gender,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Material_2,Material_3,Feature_1,Feature_2,Feature_3,Feature_4,Material_4,Feature_5,Feature_6,Material_5,Feature_7,Material_6,Feature_8,Feature_9
713,women,2019-02-24,14,ODODOS High Waist Out Pocket Printed Yoga Capris Pants Tummy Control Workout Running 4 Way Stretch Yoga Capris Leggings,ododos,19.98,https://www.amazon.com/ODODOS-Printed-Control-Workout-Leggings/dp/B07DBXNGYG,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,單向導溼快乾,四面彈,抗菌功能,,,,,,,,,
714,women,2019-02-24,15,Yogalicious High Waist Ultra Soft Lightweight Leggings -? High Rise Yoga Pants,yogalicious,52.3,https://www.amazon.com/Yogalicious-Waist-Ultra-Lightweight-Leggings/dp/B07BLLWBM2,Spandex 11~20%,all/any Spandex,Polyester Blended,單向導溼快乾,,,,,,,,,,,
715,women,2019-02-24,16,Oalka Women Power Flex Yoga Pants Workout Running Leggings,oalka,14.99,https://www.amazon.com/Oalka-Women-Workout-Running-Leggings/dp/B07BT2X2NQ,Polyester Blended,all/any Spandex,Spandex 11~20%,,,,,Polyamide(Nylon) Blended,,,,,,,
716,women,2019-02-24,17,adidas Originals Women's 3-Stripes Leggings,adidas,59.46,https://www.amazon.com/adidas-Originals-Womens-3-Stripes-Leggings/dp/B07N84KS7B,all/any Spandex,Cotton Blended,Spandex <= 10%,,,,,,,,,,,,
717,women,2019-02-24,18,Women Weight Loss Hot Neoprene Sauna Sweat Pants with Side Pocket Workout Thighs Slimming Capris Leggings Body Shaper,traininggirl,19.99,https://www.amazon.com/Weight-Neoprene-Workout-Slimming-Leggings/dp/B07DLW1S41,Polyester Blended,,,單向導溼快乾,蒸發性涼感,提升運動效能設計,舒適伸展,,,,,,,,
718,women,2019-02-24,19,TSLA Yoga Pants Mid & High-Waist Tummy Control w Hidden Pocket FYC32/FYC33/FYC34/FYC36/FYP32,tesla,11.48,https://www.amazon.com/Tesla-High-Waist-Control-Hidden-Pocket/dp/B07BJH1WVC,Spandex 11~20%,all/any Spandex,Polyester Blended,異味控制,涼爽透氣,單向導溼快乾,抗菌功能,,舒適伸展,,,,,,
719,women,2019-02-24,20,90 Degree By Reflex High Waist Tummy Control Interlink Squat Proof Ankle Length Leggings,90degreebyreflex,26.52,https://www.amazon.com/90-Degree-Reflex-Interlink-Leggings/dp/B07K6RVYBN,Spandex >= 21%,all/any Spandex,Polyester Blended,提升運動效能設計,Athleisure,涼爽透氣,四面彈,,,,,,,,
720,women,2019-02-24,21,SEASUM Women Scrunch Butt Yoga Pants Leggings High Waist Waistband Workout Sport Fitness Gym Tights Push Up,seasum,9,https://www.amazon.com/SEASUM-Scrunch-Leggings-Waistband-Workout/dp/B07C84MLX6,all/any Spandex,Polyester Blended,Spandex <= 10%,一體成型,結構性透氣,羽絨,保暖禦寒,,單向導溼快乾,,,,,,
721,women,2019-02-24,22,Baleaf Women's High Waist Yoga Pants Inner Pocket Non See-Through Fabric,baleaf,21.49,https://www.amazon.com/Baleaf-Womens-Pocket-See-Through-Fabric/dp/B078XS1SWD,Spandex 11~20%,Polyamide(Nylon) Blended,all/any Spandex,舒適伸展,舒適平滑縫合,涼爽透氣,單向導溼快乾,Cotton Blended,,,Polyester Blended,,,,
722,women,2019-02-24,23,Bamans Women's Skinny Leg Work Pull on Slim Stretch Yoga Dress Pants w/Tummy Control,bamans,22.98,https://www.amazon.com/Bamans-Womens-Skinny-Stretch-Control/dp/B07K238DHW,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,單向導溼快乾,四面彈,,,,,,,,
723,women,2019-02-24,24,Queenie Ke Women Power Flex Yoga Pants Workout Running Leggings,queenieke,19.99,https://www.amazon.com/Queenie-Women-Workout-Running-Leggings/dp/B07NQ4ZZ7D,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,涼爽透氣,單向導溼快乾,,,Polyester Blended,,,,,,,
724,women,2019-02-24,25,"FEIVO Yoga Pants, Women's Power Flex Yoga Pants Tummy Control Workout Yoga Capris Pants Leggings",feivo,14.49,https://www.amazon.com/FEIVO-Womens-Control-Workout-Leggings/dp/B074J8Y7S3,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
725,women,2019-02-24,26,RUNNING GIRL Ombre Seamless Gym Leggings Power Stretch High Waisted Yoga Pants for Women Running Workout Leggings,runninggirl,22.48,https://www.amazon.com/RUNNING-GIRL-Seamless-Leggings-Stretch/dp/B07L1G97R7,,,,舒適伸展,一體成型,涼爽透氣,單向導溼快乾,,四面彈,,,,,,
726,women,2019-02-24,27,HOFI High Waist Yoga Pants for Women Side & Inner Pockets with Tummy Control Sports Leggings,hofi,16.49,https://www.amazon.com/HOFI-Pockets-Control-Sports-Leggings/dp/B07M62YJHV,Spandex >= 21%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,單向導溼快乾,,,,,,,,,
727,women,2019-02-24,28,Ewedoos Yoga Pants Women Leggings with Pockets High Waist Tummy Control Workout Pants for Women,ewedoos,18.48,https://www.amazon.com/Ewedoos-Leggings-Pockets-Control-Workout/dp/B07H2YP424,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,涼爽透氣,單向導溼快乾,四面彈,,,,,,,,,
728,women,2019-02-24,29,TSLA Yoga Pants Mid-Waist Leggings w Hidden Pocket FYP51/FYP41,tesla,13.48,https://www.amazon.com/TSLA-Mid-Waist-Leggings-Hidden-Pocket/dp/B07M9YH3CB,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
729,women,2019-02-24,30,Cuddl Duds ClimateRight Women's Stretch Fleece Warm Underwear Leggings/Pants,cuddlduds,46.03,https://www.amazon.com/Cuddl-Duds-ClimateRight-Underwear-Leggings/dp/B077T671HN,all/any Spandex,Polyester Blended,Spandex <= 10%,刷毛布,保暖禦寒,,,,,,,,,,
730,women,2019-02-24,31,"CompressionZ High Waisted Women's Leggings - Smart, Flexible Compression for Yoga, Running, Fitness & Everyday Wear",compressionz,27.43,https://www.amazon.com/CompressionZ-High-Waisted-Womens-Leggings/dp/B015QOIFLK,,,,提升運動效能設計,單向導溼快乾,,,,,,,,,,
731,women,2019-02-24,32,Witkey Printed Extra Long Women Yoga Leggings High Waist Tummy Control Over The Heel Yoga Pants,witkey,15.99,https://www.amazon.com/Witkey-Printed-Women-Leggings-Control/dp/B07C8GJ8MH,,,,提升運動效能設計,涼爽透氣,單向導溼快乾,,,,,,,,,
732,women,2019-02-24,33,90 Degree By Reflex - Performance Activewear - Printed Yoga Leggings,90degreebyreflex,16.99,https://www.amazon.com/90-Degree-Reflex-Performance-Activewear/dp/B07C1V72NS,Polyester Blended,all/any Spandex,Spandex 11~20%,四面彈,反光功能,Athleisure,單向導溼快乾,,,,,,,,
733,women,2019-02-24,34,"NIRLON Yoga Pants for Women Best Black Leggings Straight Leg 28""/30""/32""/34"" Inseam Length Regular & Plus Size Petite/Tall",nirlon,18.79,https://www.amazon.com/NIRLON-Leggings-Straight-Inseam-Regular/dp/B0797L6V5N,Polyester Blended,Cotton Blended,Spandex <= 10%,提升運動效能設計,涼爽透氣,保暖禦寒,,all/any Spandex,,,,,,,
734,women,2019-02-24,35,Colorfulkoala Women's Brushed Buttery Soft High Waisted Leggings Full Length Yoga Pants,colorfulkoala,28.99,https://www.amazon.com/Colorfulkoala-Brushed-Buttery-Waisted-Leggings/dp/B07KPDKRBV,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,一體成型,,,,,,,,,,,
735,women,2019-02-24,36,DOVPOD Printed Yoga Pants High Waist Fitness Plus Size Workout Leggings Tommy Control Capris for Women,dovpod,14.98,https://www.amazon.com/DOVPOD-Printed-Fitness-Workout-Leggings/dp/B07DRD1JSF,Polyester Blended,all/any Spandex,Spandex >= 21%,提升運動效能設計,單向導溼快乾,保暖禦寒,結構性透氣,,四面彈,3D列印,,一體成型,,,
736,women,2019-02-24,37,Under Armour Women's ColdGear Authentic,underarmour,42.49,https://www.amazon.com/Under-Armour-Womens-ColdGear-Authentic/dp/B018HQO09K,,,,刷毛布,單向導溼快乾,,,,,,,,,,
737,women,2019-02-24,38,ALONG FIT Yoga Pants Women Cell Phone Pockets Side/Inner Compression Workout Leggings Tummy Control Yoga Leggings Capris,alongfit,15.24,https://www.amazon.com/ALONG-FIT-Pockets-Compression-Leggings/dp/B07D15HBRY,Polyester Blended,,,提升運動效能設計,涼爽透氣,單向導溼快乾,四面彈,,,,,,,,
738,women,2019-02-24,39,ODODOS Power Flex Yoga Pants Tummy Control Workout Leggings 4 Way Stretch Yoga Pants With Pockets,ododos,14.98,https://www.amazon.com/ODODOS-Control-Workout-Leggings-Stretch/dp/B071Y4CY9G,Polyester Blended,all/any Spandex,Polyamide(Nylon) Blended,單向導溼快乾,四面彈,抗菌功能,,,,,,,,,
739,women,2019-02-24,40,MYoga Women's Yoga Pants Workout Running Capri Leggings Active Pants w Side Pockets,myoga,10.99,https://www.amazon.com/MYoga-Workout-Running-Leggings-Pockets/dp/B07C4LQFRN,all/any Spandex,Polyester Blended,,四面彈,,,,,,,,,,,
740,women,2019-02-24,41,LifeSky Yoga Pants for Women with Pockets High Waist Tummy Control Leggings 4 Way Stretch Soft & Slim Active Leggings,lifesky,21.99,https://www.amazon.com/LifeSky-Pockets-Control-Leggings-Stretch/dp/B07MGGK46T,Spandex >= 21%,all/any Spandex,Polyester Blended,舒適伸展,單向導溼快乾,四面彈,,,,,,,,,
741,women,2019-02-24,42,adidas Women's Athletics Essential Linear Tights,adidas,62.155,https://www.amazon.com/adidas-Womens-Athletics-Essential-Linear/dp/B01HPMT8JE,all/any Spandex,Cotton Blended,Spandex <= 10%,舒適伸展,,,,,,,,,,,
742,women,2019-02-24,43,"THE GYM PEOPLE Thick High Waist Yoga Pants with Pockets, Tummy Control Workout Running Yoga Leggings for Women",thegympeople,20.99,https://www.amazon.com/GYM-PEOPLE-Pockets-Control-Leggings/dp/B07HQCCDFC,Cotton Blended,Polyamide(Nylon) Blended,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,,舒適平滑縫合,提升運動效能設計,,舒適伸展,,,
743,women,2019-02-24,44,"Bamans Yoga Dress Pants,?Tummy Control Workout Leggings for Women, Office Strechy Skinny Pants",bamans,17.49,https://www.amazon.com/Bamans-Control-Workout-Leggings-Strechy/dp/B071HQX9KB,Spandex 11~20%,all/any Spandex,Polyester Blended,,,,,,,,,,,,
744,women,2019-02-24,45,Aoxjox Yoga Pants for Women High Waisted Gym Sport Ombre Seamless Leggings,aoxjox,23.99,https://www.amazon.com/Aoxjox-Pants-Waisted-Seamless-Leggings/dp/B07HGS45J8,Polyester Blended,Spandex <= 10%,all/any Spandex,一體成型,涼爽透氣,單向導溼快乾,,Polyamide(Nylon) Blended,,,,,,,
745,women,2019-02-24,46,LifeSky Women Yoga Pants Workout Leggings with Pockets Tummy Control Soft Pants,lifesky,15.99,https://www.amazon.com/LifeSky-Workout-Leggings-Pockets-Control/dp/B07MK2QTFW,Spandex >= 21%,all/any Spandex,Polyester Blended,舒適伸展,單向導溼快乾,四面彈,,,,,,,,,
746,women,2019-02-24,47,YIANNA Women's 4-Hooks Latex Waist Trainer/Cincher/Corsets Shaper Weight Loss Sports Girdle,yianna,20.49,https://www.amazon.com/YIANNA-4-Hooks-Trainer-Cincher-Corsets/dp/B07KWJZFTJ,Cotton Blended,all/any Spandex,,提升運動效能設計,,,,,,,,,,,
747,women,2019-02-24,48,Bamans Women's Yoga Dress Pants Tummy Control Pull On 4 Way Stretch Skinny Slim Leggings,bamans,24.99,https://www.amazon.com/Bamans-Womens-Control-Stretch-Leggings/dp/B07JDMYVR3,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,四面彈,,,,,,,,,,
748,women,2019-02-24,49,ODODOS High Waist Yoga Pants Tummy Control Workout Running 4 Way Stretch Yoga Leggings With Hidden Pocket,ododos,17.98,https://www.amazon.com/ODODOS-Control-Workout-Running-Leggings/dp/B077GMTKV9,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,抗菌功能,單向導溼快乾,四面彈,,,,,,,,,
749,women,2019-02-24,50,BUBBLELIME XS-XL Sports Thongs for Women Low Rise Power Pure Stretch No Show Nylon(6 Pack&3 Pack&1 Pack),bubblelime,14.99,https://www.amazon.com/BUBBLELIME-XS-XL-Sports-Thongs-Stretch/dp/B07D5TQW3T,all/any Spandex,Polyamide(Nylon) Blended,,舒適伸展,Athleisure,涼爽透氣,四面彈,,,,,,,,
750,women,2019-02-24,51,Mint Lilac Women's High Waist Workout Yoga Pants Athletic Tummy Control Leggings,mintlilac,19.99,https://www.amazon.com/Mint-Lilac-Workout-Athletic-Leggings/dp/B07KK9P465,Spandex >= 21%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,四面彈,單向導溼快乾,,舒適平滑縫合,舒適伸展,,,,,
751,women,2019-02-24,52,"Persit Women's Premium Yoga Pants with Pockets, Non See-Through Tummy Control 4 Way Stretch High Waist Leggings",persit,18.45,https://www.amazon.com/Persit-Premium-Pockets-See-Through-Leggings/dp/B07JNN4DMC,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,結構性透氣,四面彈,舒適伸展,單向導溼快乾,,涼爽透氣,,,,,,
752,women,2019-02-24,53,Queenie Ke Women Yoga Legging Power Flex High Waist Running Pants Workout Tights,queenieke,21.99,https://www.amazon.com/Queenie-Legging-Running-Workout-Tights/dp/B07NQ3HKDQ,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,單向導溼快乾,四面彈,,,Polyester Blended,,,,,,,
753,women,2019-02-24,54,"TSLA Shorts 7"" Bike Running Yoga w Hidden Pockets FYS11/FYS14/FYP11",tesla,12.98,https://www.amazon.com/TSLA-Shorts-Running-Hidden-Pockets/dp/B07MDK5LWG,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
754,women,2019-02-24,55,"Yogipace Women's 34"" Inseam High Rise/Mid Rise Goddess Extra Long Leggings Yoga Over The Heel Legging - Tall Length",yogipace,28.99,https://www.amazon.com/Yogipace-Womens-Goddess-Leggings-Legging/dp/B07BJKRGLF,Spandex 11~20%,Cotton Blended,Polyester Blended,單向導溼快乾,四面彈,,,all/any Spandex,,,Polyamide(Nylon) Blended,,,,
755,women,2019-02-24,56,90 Degree By Reflex High Waist Tummy Control Fleece Lined Leggings Women,90degreebyreflex,22.99,https://www.amazon.com/90-Degree-Reflex-Fleece-Leggings/dp/B016XKDUP2,all/any Spandex,Spandex <= 10%,Spandex 11~20%,刷毛布,保暖禦寒,羽絨,提升運動效能設計,Polyester Blended,Athleisure,反光功能,,舒適伸展,,,
756,women,2019-02-24,57,TSLA Women's Thermal Wintergear Compression Baselayer Pants Leggings Tights,tesla,13.48,https://www.amazon.com/TSLA-Wintergear-Compression-Baselayer-Leggings/dp/B07NFV8BXL,Polyester Blended,,,提升運動效能設計,異味控制,保暖禦寒,單向導溼快乾,,抗菌功能,刷毛布,,,,,
757,women,2019-02-24,58,"AFITNE Women’s High Waist Yoga Pants with Pockets, Tummy Control Workout Running 4 Way Stretch Yoga Leggings",afitne,19.94,https://www.amazon.com/AFITNE-Pockets-Control-Workout-Leggings/dp/B07JBC64WT,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,舒適伸展,涼爽透氣,抗菌功能,單向導溼快乾,,四面彈,,,,,,
758,women,2019-02-24,59,SweatyRocks Women's Mesh Panel Side High Waist Leggings Skinny Workout Yoga Pants,sweatyrocks,13.44,https://www.amazon.com/SweatyRocks-Womens-Leggings-Skinny-Workout/dp/B07CRWS7VH,all/any Spandex,Spandex <= 10%,Rayon Blended,結構性透氣,,,,,,,,,,,
759,women,2019-02-24,60,Women's High Waist Active Energy Leggings Slimming Seamless Compression Fit Pants Workout Tights Tummy Control,seasum,15.99,https://www.amazon.com/Leggings-Slimming-Seamless-Compression-Workout/dp/B07H8VRJSK,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,一體成型,結構性透氣,羽絨,,保暖禦寒,舒適伸展,,,,,
760,women,2019-02-24,61,ALONG FIT High Waist Yoga Pants with Pockets for Women Tummy Control Yoga Leggings for Workout Running 4 Way Stretch,alongfit,18.49,https://www.amazon.com/ALONG-FIT-Pockets-Control-Leggings/dp/B07JZ69888,Polyester Blended,,,涼爽透氣,單向導溼快乾,四面彈,,,,,,,,,
761,women,2019-02-24,62,Neleus Women's Yoga Capris Tummy Control High Waist Workout Pants,neleus,28.02,https://www.amazon.com/Neleus-Womens-Capris-Control-Workout/dp/B07P7KJBST,Polyester Blended,all/any Spandex,Spandex 11~20%,蒸發性涼感,單向導溼快乾,,,,,,,,,,
762,women,2019-02-24,63,EAST HONG Women's Yoga Leggings Exercise Workout Pants Gym Tights,easthong,17.49,https://www.amazon.com/EAST-HONG-Leggings-Exercise-Workout/dp/B07CSFV7HT,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,四面彈,單向導溼快乾,,,,,,,,,
763,women,2019-02-24,64,IMIDO Women's Yoga Capri Pants Sport Tights Workout Running Mesh Leggings with Side Pocket,imido,15.49,https://www.amazon.com/IMIDO-Womens-Workout-Running-Leggings/dp/B07CHVY1LR,Spandex 11~20%,all/any Spandex,Polyester Blended,結構性透氣,涼爽透氣,單向導溼快乾,,,,,,,,,
764,women,2019-02-24,65,TSLA Women's Yoga TM-Series,tesla,12.48,https://www.amazon.com/TSLA-Womens-Yoga-TM-Series/dp/B07M663MMH,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
765,women,2019-02-24,66,NIKE Women's Pro Tights,nike,76.29,https://www.amazon.com/NIKE-Pro-Dri-Fit-Training-Tights/dp/B077BG27NX,,,,涼爽透氣,單向導溼快乾,,,,,,,,,,
766,women,2019-02-24,67,RUNNING GIRL Ombre Yoga Pants Ultrasoft Performance Active Stretch High Waisted Running Leggings,runninggirl,19.49,https://www.amazon.com/RUNNING-GIRL-Ultrasoft-Performance-Leggings/dp/B07CF7BYF6,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,提升運動效能設計,涼爽透氣,單向導溼快乾,四面彈,Spandex <= 10%,,,,,,,
767,women,2019-02-24,68,Roseate Men's Body Shaper Hot Sweat Workout Tank Top Slimming Neoprene Vest for Weight Loss Tummy Fat Burner,roseate,19.99,https://www.amazon.com/Roseate-Shaper-Workout-Slimming-Neoprene/dp/B07BMQVWF3,Polyester Blended,Polyamide(Nylon) Blended,,單向導溼快乾,舒適伸展,提升運動效能設計,,,,,,,,,
768,women,2019-02-24,69,RION Active Women's Workout Pants Yoga Running Compression Tights Tummy Control Leggings,rion,16.49,https://www.amazon.com/RION-Workout-Running-Compression-Leggings/dp/B078SJ7RKC,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,提升運動效能設計,四面彈,,,Polyester Blended,,,,,,,
769,women,2019-02-24,70,Bamans Women's Boot Cut Yoga Pants Tummy Control Plus Size Wide Leg 4 Way Stretch Yoga Boot Leg Pants,bamans,19.39,https://www.amazon.com/Bamans-Womens-Pants-Control-Stretch/dp/B07DMG4813,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,單向導溼快乾,四面彈,,,,,,,,,
770,women,2019-02-24,71,MTSCE Yoga Pants Yoga Capris Printed Workout Leggings for Fitness Riding Running(XS-XXXL),mtsce,18.93,https://www.amazon.com/MTSCE-Printed-Workout-Leggings-Fitness/dp/B079CG61RG,all/any Spandex,Polyester Blended,Spandex <= 10%,,,,,,,,,,,,
771,women,2019-02-24,72,Queenie Ke Women Yoga Leggings Power Flex Mesh Pocket Mid-Waist Gym Running Tights,queenieke,20.99,https://www.amazon.com/Queenie-Leggings-Pocket-Mid-Waist-Running/dp/B07NQ54SCD,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,結構性透氣,單向導溼快乾,四面彈,,Polyester Blended,,,,,,,
772,women,2019-02-24,73,AGROSTE Women's High Waist Yoga Pants Tummy Control Workout Ruched Butt Lifting Stretchy Leggings Textured Booty Thights,agroste,14.8,https://www.amazon.com/AGROSTE-Control-Stretchy-Leggings-Textured/dp/B07KPVH4GD,all/any Spandex,Polyamide(Nylon) Blended,Spandex <= 10%,蒸發性涼感,羽絨,四面彈,單向導溼快乾,,舒適平滑縫合,Athleisure,,,,,
773,women,2019-02-24,74,"ANIVIVO Skirted Tennis Legging for Women, Skirted Capri Leggings Tennis Pants for Women& Sports Capri Skirted Leggings",anivivo,19.48,https://www.amazon.com/ANIVIVO-Skirted-Tennis-Legging-Leggings/dp/B07H4PDG48,Polyester Blended,Spandex <= 10%,all/any Spandex,提升運動效能設計,,,,,,,,,,,
774,women,2019-02-24,75,ABUSA Cotton Yoga Capri Pants Women's Tummy Control Workout Leggings Non See-Through Fabric,abusa,21.23,https://www.amazon.com/ABUSA-Control-Workout-Leggings-See-Through/dp/B07BSNG348,Cotton Blended,,,涼爽透氣,單向導溼快乾,,,,,,,,,,
775,women,2019-02-24,76,"KAYVEN MAS Mesh Leggings, High Waist Yoga Pants Tummy Control Workout Running 4 Way Stretch Pocket Leggings",kayvenmas,12.99,https://www.amazon.com/KAYVEN-MAS-Leggings-Control-Workout/dp/B07FP4PHCC,,,,提升運動效能設計,單向導溼快乾,保暖禦寒,結構性透氣,,四面彈,舒適伸展,,,,,
776,women,2019-02-24,77,NIKE Women's Power Training Pants,nike,33,https://www.amazon.com/NIKE-Womens-Power-Training-Pants/dp/B07DKZ4TMJ,Spandex 11~20%,all/any Spandex,Polyester Blended,結構性透氣,舒適平滑縫合,舒適伸展,單向導溼快乾,,,,,,,,
777,women,2019-02-24,78,NORMOV High Waisted Two Pockets Yoga Pants Tummy Control Ruched Butt Workout Leggings for Women,normov,14.18,https://www.amazon.com/NORMOV-Waisted-Pockets-Control-Leggings/dp/B07F1PFQL8,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,Athleisure,單向導溼快乾,四面彈,,,,,,,,
778,women,2019-02-24,79,Unique Styles Yoga Leggings for Women High Waisted Workout Bootcut Yoga Pants,uniquestyles,17.99,https://www.amazon.com/Unique-Styles-Leggings-Waisted-Workout/dp/B07J6HX5YQ,,,,提升運動效能設計,涼爽透氣,,,,,,,,,,
779,women,2019-02-24,80,Baleaf Women's Fleece Lined Leggings Yoga Pants Inner Pocket,baleaf,24.99,https://www.amazon.com/Baleaf-Womens-Fleece-Leggings-Pocket/dp/B075FQYX9L,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,保暖禦寒,單向導溼快乾,舒適平滑縫合,,刷毛布,舒適伸展,,,,,
780,women,2019-02-24,81,"Baleaf Women's Yoga Workout Leggings Side Pocket for 5.5"" Mobile Phone",baleaf,21.99,https://www.amazon.com/Baleaf-Womens-Workout-Leggings-Pocket/dp/B07P71DBNM,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,蒸發性涼感,涼爽透氣,單向導溼快乾,,Polyester Blended,,,,,,,
781,women,2019-02-24,82,ASNUG High Waist Yoga Pants for Women Tummy Control Workout Ruched Butt Lifting Stretchy Leggings,asnug,11.45,https://www.amazon.com/ASNUG-Control-Workout-Stretchy-Leggings/dp/B07HCFK14S,Acrylic Blended,all/any Spandex,Polyester Blended,Athleisure,羽絨,保暖禦寒,單向導溼快乾,,,,,,,,
782,women,2019-02-24,83,Splendor flying Women's Yoga Capri Legging Inner Pocket Non See-Through Fabric Leggings,splendorflying,15.99,https://www.amazon.com/Splendor-flying-Legging-See-Through-Leggings/dp/B07CQ34GL8,all/any Spandex,Polyamide(Nylon) Blended,,涼爽透氣,單向導溼快乾,四面彈,,,,,,,,,
783,women,2019-02-24,84,CodeFit Yoga Power Flex Dry-Fit Pants Workout Printed Leggings Ombte Print XS-3XL,codefit,17.45,https://www.amazon.com/CodeFit-Dry-Fit-Workout-Printed-Leggings/dp/B07F2T8VYW,all/any Spandex,Polyamide(Nylon) Blended,,舒適平滑縫合,四面彈,,,,,,,,,,
784,women,2019-02-24,85,"TSLA Yoga 21"" Capri Mid-Waist Pants w Hidden Pocket FYC31 / FYP31",tesla,11.98,https://www.amazon.com/TSLA-Capri-Mid-Waist-Hidden-Pocket/dp/B07M9W2KD3,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
785,women,2019-02-24,86,DIBAOLONG Womens Yoga Pants Wide Leg Comfy Drawstring Loose Straight Lounge Running Workout Legging,dibaolong,13.49,https://www.amazon.com/DIBAOLONG-Drawstring-Straight-Running-Workout/dp/B07K66HDVH,Spandex <= 10%,all/any Spandex,Rayon Blended,涼爽透氣,,,,,,,,,,,
786,women,2019-02-24,87,90 Degree By Reflex - High Waist Cotton Power Flex Leggings - Tummy Control,90degreebyreflex,27.49,https://www.amazon.com/90-Degree-Reflex-Leggings-Control/dp/B07M8DHZMK,Cotton Blended,,,,,,,,,,,,,,
787,women,2019-02-24,88,KT Womens High Waisted Tummy Control Postpartum Yoga Workout Leggings with Pockets,kt,17.99,https://www.amazon.com/KT-Waisted-Control-Postpartum-Leggings/dp/B07MXKB6JV,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,單向導溼快乾,四面彈,,,,,,,,,
788,women,2019-02-24,89,AJISAI Womens Workout Leggings Mid-Waist Yoga Pants Running Tights with Side Pockets,ajisai,9.49,https://www.amazon.com/AJISAI-Workout-Leggings-Mid-Waist-Running/dp/B07H31XLYH,Spandex 11~20%,Cotton Blended,Polyester Blended,舒適伸展,異味控制,涼爽透氣,,all/any Spandex,,,Polyamide(Nylon) Blended,,,,
789,women,2019-02-24,90,"HISKYWIN 28”/30”/32”/34” Inseam Mid-Waist Straight Leg Yoga Pants, 4 Pockets, Non-See-Through Workout Pants",hiskywin,19.96,https://www.amazon.com/HISKYWIN-Mid-Waist-Straight-Pockets-Non-See-Through/dp/B07GD1F2HY,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,單向導溼快乾,,,,,,,,,
790,women,2019-02-24,91,RBX Active Women's Seasonal Printed Capri Length Yoga Leggings Black,rbx,22.45,https://www.amazon.com/RBX-Active-Seasonal-Printed-Leggings/dp/B07194NNSC,Spandex 11~20%,all/any Spandex,Polyester Blended,結構性透氣,舒適伸展,單向導溼快乾,四面彈,,,,,,,,
791,women,2019-02-24,92,AJISAI Yoga Pants for Women Running Workout Leggings High Waist Tummy Control,ajisai,16.99,https://www.amazon.com/AJISAI-Running-Workout-Leggings-Control/dp/B07N2M9TKQ,Spandex 11~20%,Cotton Blended,Polyester Blended,蒸發性涼感,涼爽透氣,異味控制,四面彈,all/any Spandex,單向導溼快乾,Athleisure,Spandex >= 21%,舒適伸展,Polyamide(Nylon) Blended,,
792,women,2019-02-24,93,Dragon Fit Compression Yoga Pants with Inner Pockets in High Waist Tummy Control Power Stretch Workout Yoga Leggings,dragon,21.48,https://www.amazon.com/Dragon-Fit-Compression-Pockets-Leggings/dp/B07HQ6Z53W,Cotton Blended,all/any Spandex,Polyamide(Nylon) Blended,蒸發性涼感,涼爽透氣,單向導溼快乾,四面彈,,提升運動效能設計,,,,,,
793,women,2019-02-24,94,ClothingAve. Foldover Contrast Waist Bootleg Flare Yoga Pants with Value Pack Options (S-3X),clothingave,15.97,https://www.amazon.com/ClothingAve-Foldover-Contrast-Bootleg-Options/dp/B07HDNR48Z,all/any Spandex,Cotton Blended,Spandex <= 10%,,,,,,,,,,,,
